,Level,Slope,Curvature
2004-03-31,-0.38672659835588474,-0.22050326038731186,-0.10943836838742038
2004-06-30,-0.16620991147469946,-0.11366542768930626,-0.13660929546903322
2004-09-30,-0.3629267566422556,0.20993404402194266,0.1360700952823266
2004-12-31,0.3900701489010732,-0.2291135918049086,0.15197459598661456
2005-03-31,0.22139233881742862,0.12929176502996187,0.10545964107252237
2005-06-30,-0.39961908843057475,-0.20347783137106837,0.10882398678702254
2005-09-30,-0.3941530865723171,-0.2238766459164676,0.14551666135518326
2005-12-30,-0.39631895382712906,0.2225570647737674,-0.14989001642477373
2006-03-31,0.4024451158185854,-0.20732445179927528,-0.1411751768988826
2006-06-30,-0.38258244952613923,0.14747534119937575,0.09772325302144741
2006-09-29,-0.3782479923017605,0.22368397720118274,0.14547089345725328
2006-12-29,0.36044290220534664,0.21919420958226044,-0.13854717332526867
2007-03-30,0.2564984955793803,0.10115835536587105,-0.08488072420538212
2007-06-29,-0.3795329284583691,0.19259271523422208,-0.053065775494386014
2007-09-28,0.3888482739341293,0.2085587827449513,-0.13617391166961235
2007-12-31,0.3284770248198276,0.16363165679535233,-0.14157211601214503
2008-03-31,-0.3912201183763713,0.16070766342416176,-0.07271981367791808
2008-06-30,-0.3717614268180452,-0.1884046874586635,0.07512224494210035
2008-09-30,-0.3908609632438851,-0.22675719982602013,-0.13285170774553956
2008-12-31,-0.3542551816774546,0.07394280786965535,0.056451624522319
2009-03-31,0.31067662841750954,0.12371755319751057,-0.015861327509813568
2009-06-30,0.3530006988662359,-0.07313329226940124,0.029636596754209932
2009-09-30,0.32313767573638086,-0.10942499633934732,0.040812786124742595
2009-12-31,0.33391097189102986,0.04336795328197452,-0.0652041464262578
2010-03-31,0.3355857520181898,-0.1647962801007359,-0.10535591758069984
2010-06-30,0.3171705932798939,0.1049121378341421,-0.031685807418620454
2010-09-30,0.3149743411808789,-0.11375201630276514,0.022704060265770015
2010-12-31,0.32432371330989357,-0.08149844286180091,-0.020919103844970643
2011-03-31,0.3287395098897591,0.13036199197175177,0.010918990166048664
2011-06-30,0.3098280720233663,-0.0661889193171525,0.022825558738507445
2011-09-30,0.2960405035948683,-0.06801744283478268,-0.016449836139740694
2011-12-30,0.33980388664499545,0.056874167800912916,0.08290370427130678
2012-03-30,0.27629279562249215,-0.0384172577682329,-0.027113270124577704
2012-06-29,0.28021103951560167,0.031598514784367995,-0.04377904947174316
2012-09-28,0.3007644159642632,0.16890682896478812,0.12591304288355765
2012-12-31,-0.30645947695655795,0.07863525020383974,0.052000759253503226
2013-03-29,0.30379680297916195,-0.10888435658120989,0.037336921004909096
2013-06-28,0.30191752394931803,-0.10556964348076639,-0.05062862188311773
2013-09-30,0.31205042652764975,0.058736772065322865,0.009330574637058053
2013-12-31,0.311182413149236,-0.0781206156845954,0.0725801815270426
2014-03-31,0.30992464668550695,0.08723236765192648,-0.036690616052239944
2014-06-30,-0.3065934004667251,-0.07339010771986386,0.009136614174900443
2014-09-30,-0.11557430153136417,-0.04722850206722837,0.03936188706432786
2014-12-31,-0.3301064914316885,0.12069621138097739,0.03464173990838176
2015-03-31,-0.3049544231360241,0.08784163572505409,-0.016540741269818166
2015-06-30,0.24424165975648662,0.11511345092163797,0.02486875991167202
2015-09-30,-0.3850509161220692,-0.2221330214236442,-0.12456409467799656
2015-12-31,0.30820196876928385,-0.16567097601373826,-0.11992209281610633
2016-03-31,-0.3541833013972259,-0.20003655222715838,-0.04265588553772909
2016-06-30,-0.3733228099381818,0.19565208252733815,-0.1276933307845901
2016-09-30,-0.3619885774068335,0.034461144953215075,-0.023127382954810594
2016-12-30,0.3792755559228667,-0.20691825086024654,0.11909301487582902
2017-03-31,0.03657697761822893,0.022046571554334787,-0.14748777792756584
2017-06-30,-0.345492082823812,-0.037232837439240656,0.028298122284759142
2017-09-29,0.3126134988240274,0.18822863827420744,0.14841677129375852
2017-12-29,-0.4071996546292547,-0.2320324956371639,0.14614740693084172
2018-03-30,-0.39805131073373184,-0.2336030594523629,0.1262851298402745
2018-06-29,0.4073428063039299,0.21456172155756206,0.1311656211908695
2018-09-28,-0.2847054083971641,0.1080376258919,0.12834543463098014
2018-12-31,-0.3289389841360045,0.016616174115922335,-0.04247249864606576
2019-03-29,-0.3928423610698828,-0.21956964065359208,0.14067710553711776
2019-06-28,-0.38058282483853106,0.15463428339030727,-0.08709755536951663
2019-09-30,-0.22667263389571524,-0.11904839313578369,-0.14157011185284274
2019-12-31,-0.3977730222942522,0.2250653240516778,-0.15711221894722982
2020-03-31,0.2768965758911716,-0.0062397354867121954,0.043564900589690314
2020-06-30,-0.2678622572003562,-0.12302278422527277,-0.12442673136896354
2020-09-30,-0.26100945769985323,-0.046027833367952554,-0.12374846266375228
2020-12-31,-0.27399117771100584,0.11129642054150787,0.06433235572818818
2021-03-31,-0.17856865801920954,-0.00041595098006721066,-0.0197679924038235
2021-06-30,0.306724388098573,-0.08168088387158863,0.00270686003226972
2021-09-30,-0.09480398031739935,-0.13023605706790212,0.046357818143645646
2021-12-31,0.3760856033959603,-0.1788616975621398,0.13639312928979097
2022-03-31,0.3913250857234661,0.20046977724427673,-0.14738309340074274
2022-06-30,0.4007386349972299,0.20757894931367973,0.12834552337084648
2022-09-30,-0.13112223111340804,0.059943737467726514,0.1446225982953473
2022-12-30,0.3730142219079977,0.230295806170585,0.11751243852924476
2023-03-31,-0.3795563352517295,0.09075152524112658,0.02983944821339527
2023-06-30,0.33982206501983797,0.06034050098932662,0.04605235992229584
